I,Q
-0.83711023,0.21106263
-0.72034018,0.51236226
-0.62042140,0.78208039
-0.54688864,0.99966989
-0.50368215,1.15105331
-0.49374382,1.23261293
-0.51376677,1.24399110
-0.55747203,1.18876446
-0.61704951,1.07330574
-0.68440950,0.90600126
-0.75398337,0.69883365
-0.81696207,0.46120910
-0.86569177,0.20449363
-0.89778891,-0.05358877
-0.90958593,-0.29552686
-0.89776722,-0.50305167
-0.85929554,-0.65868130
-0.79161958,-0.74770166
-0.69121647,-0.76220170
-0.56248701,-0.69464247
-0.40352549,-0.55386742
-0.22130159,-0.35050604
-0.02340754,-0.10428902
0.18038794,0.16002638
0.37890241,0.41575219
0.56061866,0.63786440
0.71301278,0.80844695
0.83206936,0.91334293
0.90847373,0.94817192
0.94303154,0.92281287
0.93851258,0.85370866
0.90121876,0.76287788
0.84020618,0.67405754
0.76619653,0.60854429
0.68840538,0.57952068
0.62157521,0.59763960
0.57004974,0.65502395
0.54172728,0.74060964
0.53927459,0.83404946
0.56195805,0.91113576
0.60594933,0.94802912
0.66495670,0.92549816
0.73299640,0.83052718
0.79705482,0.66473851
0.85283446,0.44058749
0.89076354,0.17582136
0.90489085,-0.10301302
0.89129900,-0.36622527
0.84815869,-0.58513699
0.77554559,-0.73598927
0.67317514,-0.80107631
0.54827380,-0.77671444
0.40036340,-0.66917625
0.23574902,-0.48922156
0.05905804,-0.25608445
-0.12483520,0.00731153
-0.31065551,0.27735512
-0.49249856,0.53240872
-0.66555908,0.75284079
-0.81988637,0.92827985
-0.94493472,1.05341633
-1.03438823,1.12309399
-1.08068283,1.13754607
-1.07783356,1.09942208
-1.02240294,1.01292724
-0.91437358,0.88332860
-0.75967453,0.71494476
-0.56208362,0.51964470
-0.33771805,0.30233559
-0.09936857,0.07590545
0.13656801,-0.14729996
0.35374087,-0.35427117
0.53774133,-0.53252053
0.67789482,-0.67159643
0.76674130,-0.76274480
0.80699898,-0.80851252
0.80717239,-0.80864669
0.77632778,-0.77475082
0.72868942,-0.72088899
0.67958801,-0.66353594
0.64310501,-0.61900618
0.62984298,-0.60068239
0.64324887,-0.61459271
0.68482288,-0.66384520
0.74971876,-0.74361632
0.82334341,-0.83746450
0.88940620,-0.92551848
0.93047971,-0.98561153
0.93074472,-0.99694834
0.87858049,-0.94379634
0.76668106,-0.81666082
0.59942794,-0.62044256
0.38866561,-0.37053009
0.14843132,-0.08726127
-0.10065203,0.20054781
-0.33572779,0.46130963
-0.53440956,0.66500835
-0.67738449,0.78744915
-0.74864830,0.81569246
-0.74523345,0.74201934
-0.66297004,0.57941159
-0.51098280,0.34574561
-0.30233959,0.06956538
-0.05438704,-0.21550422
0.21309056,-0.47503724
0.47971401,-0.67808400
0.72422598,-0.79892713
0.93407394,-0.82587792
1.09149277,-0.75814237
1.18882558,-0.60124977
1.22045955,-0.37175007
1.18479843,-0.09281442
1.08422945,0.20879899
0.92504094,0.50588157
0.71919139,0.77167212
0.47781772,0.99031923
0.21506509,1.14340927
-0.04841367,1.22524164
-0.29289181,1.23425588
-0.49921657,1.17413688
-0.65058241,1.05271975
-0.73429940,0.88084417
-0.74522980,0.67324888
-0.67851844,0.44154900
-0.54473132,0.19797106
-0.35457586,-0.04079003
-0.12590748,-0.26025899
0.12016981,-0.44682592
0.36173713,-0.58843893
0.57861547,-0.67540713
0.75274820,-0.69931530
0.87819549,-0.66204923
0.94717505,-0.56146886
0.96475223,-0.40631218
0.93952883,-0.20754842
0.88385471,0.02050366
0.81174783,0.26134759
0.73679871,0.49771894
0.67231482,0.71114105
0.62183500,0.89156917
0.59346406,1.02364525
0.58530633,1.10216539
0.59455982,1.12401564
0.61671330,1.08992752
0.64669915,1.00401219
0.67983851,0.87310581
0.71434147,0.70411270
0.74318752,0.51155991
0.76876432,0.30210136
0.78769833,0.08870504
0.79876659,-0.11818482
0.80074322,-0.30920774
0.79242478,-0.47651397
0.77294730,-0.61414896
0.74040849,-0.72031259
0.70076465,-0.79141846
0.65347668,-0.82657333
0.60640796,-0.83184297
0.56711998,-0.81368461
0.54384070,-0.78020701
0.54406306,-0.74025417
0.57289982,-0.70232961
0.63341748,-0.67542591
0.71925013,-0.66188563
0.81848718,-0.66113439
0.91849078,-0.67384693
1.00114964,-0.69604473
1.04714046,-0.72178848
1.03886900,-0.74432413
0.96357879,-0.75742787
0.81418369,-0.75479521
0.59942896,-0.73935019
0.32964300,-0.70894230
0.03055663,-0.67100586
-0.26750261,-0.63345479
-0.53144740,-0.60523520
-0.72992234,-0.59462309
-0.83787475,-0.60747415
-0.83857594,-0.64381345
-0.73457060,-0.70309317
-0.53376072,-0.77965335
-0.26311642,-0.85904845
0.04260425,-0.92576010
0.34342076,-0.96342849
0.59947912,-0.95733453
0.77649434,-0.89683084
0.84857062,-0.77925913
0.80982595,-0.60498075
0.66101116,-0.38197390
0.42362574,-0.12935333
0.12893377,0.13066643
-0.18439457,0.37344402
-0.47550886,0.57489970
-0.70679431,0.71447386
-0.84679149,0.77571711
-0.88000368,0.75629100
-0.80445739,0.65384012
-0.62738498,0.48038345
-0.36967425,0.25262129
-0.06073459,-0.00827889
0.26566128,-0.27920739
0.57585801,-0.53766063
0.83855762,-0.76589930
1.03430113,-0.94433371
1.15311488,-1.06730301
1.19069710,-1.12850408
1.15374210,-1.12884897
1.05595883,-1.07358882
0.91521668,-0.97104092
0.75038144,-0.83122706
0.58027179,-0.66270919
0.41514529,-0.47990009
0.25971818,-0.28761288
0.11731208,-0.09556846
-0.01546296,0.08989708
-0.14500864,0.26370152
-0.27840021,0.42170651
-0.42091302,0.56042815
-0.57194283,0.67494310
-0.72977072,0.76716887
-0.88679846,0.83120462
-1.02596590,0.86840174
-1.12887067,0.87938580
-1.17666987,0.86625968
-1.15339311,0.83277056
-1.04921937,0.78428320
-0.86508348,0.72558578
-0.60598397,0.66864426
-0.29594094,0.61702954
0.03827560,0.57981907
0.36187069,0.56239695
0.63820166,0.56761708
0.83373778,0.59533433
0.92301899,0.64231246
0.89477094,0.70445894
0.74842649,0.76922664
0.49919699,0.83140407
0.18086627,0.87944070
-0.16417995,0.90484399
-0.48857907,0.90116585
-0.74657147,0.86457966
-0.90066324,0.79406694
-0.92543387,0.68930504
-0.81760953,0.55637928
-0.59305120,0.40277410
-0.28091802,0.23236177
0.07430456,0.05109177
0.42104063,-0.13520789
0.70817969,-0.32085489
0.89274753,-0.50013400
0.94843345,-0.66894492
0.86388224,-0.81837295
0.64868153,-0.93899552
0.33616318,-1.02545933
-0.02736546,-1.07080346
-0.38761877,-1.06917553
-0.69055011,-1.01679561
-0.89059562,-0.91292568
-0.95957995,-0.75872114
-0.88514268,-0.56589054
-0.67662785,-0.34169459
-0.36762168,-0.10292970
-0.00485502,0.13376363
0.35707881,0.35179060
0.66409373,0.53656922
0.87082756,0.67735978
0.94934920,0.77058857
0.88727545,0.81230001
0.69333952,0.81290504
0.39970950,0.78148307
0.05087185,0.73243776
-0.30141367,0.68140103
-0.60599590,0.64281905
-0.81988331,0.62766085
-0.91623756,0.63968552
-0.88189324,0.68268695
-0.72260998,0.74558158
-0.46548295,0.81809256
-0.14838495,0.88421913
0.18408554,0.92656886
0.48718523,0.92908010
0.72217460,0.87965092
0.86306124,0.77419808
0.89327854,0.60969343
0.81071690,0.39928833
0.63065522,0.15675819
0.37646684,-0.09692886
0.07744542,-0.33799948
-0.23553173,-0.54274739
-0.53387163,-0.69040860
-0.79605463,-0.76371840
-1.00093952,-0.75894333
-1.14289520,-0.67185868
-1.21628076,-0.51232061
-1.22237194,-0.29482121
-1.16586831,-0.03856975
-1.05352017,0.23472018
-0.89324396,0.50309099
-0.69191500,0.74828175
-0.46387935,0.95109238
-0.21662595,1.09673288
0.03399979,1.17958075
0.27207246,1.19686412
0.48027102,1.15009885
0.64118113,1.04441506
0.73919672,0.88785733
0.76467179,0.69269087
0.70779619,0.46871090
0.57505574,0.22719888
0.37514599,-0.01512743
0.12675260,-0.24284146
-0.14520960,-0.44061871
-0.41261547,-0.59420174
-0.64792669,-0.69155312
-0.83010340,-0.72600374
-0.93983375,-0.68909992
-0.97675955,-0.58626527
-0.94549870,-0.42237320
-0.86292924,-0.20979009
-0.75348488,0.03448915
-0.64497670,0.29043260
-0.56368141,0.53703607
-0.53144975,0.75266328
-0.55564668,0.92545645
-0.63132349,1.04017587
-0.74551306,1.09392234
-0.87318500,1.08789989
-0.98325707,1.02854738
-1.04399021,0.92606624
-1.02880505,0.79253215
-0.92344659,0.64184772
-0.72143716,0.47975655
-0.44042175,0.31752761
-0.10633141,0.15677982
0.24187233,-0.00181355
0.55970750,-0.15937829
0.80396479,-0.31736880
0.93962493,-0.47601475
0.94768515,-0.63494399
0.82076719,-0.78623047
0.57912631,-0.91873343
0.25407668,-1.02321372
-0.10825858,-1.08756785
-0.45553647,-1.10063717
-0.73698297,-1.05424098
-0.91108809,-0.94500775
-0.95006265,-0.77759870
-0.85007520,-0.55694739
-0.62793700,-0.30269930
-0.31462353,-0.03314487
0.04347593,0.22850809
0.39348508,0.45858569
0.68400851,0.63565978
0.87282448,0.74306919
0.93119257,0.77282324
0.85387465,0.72057065
0.65564197,0.59015031
0.36475823,0.39713366
0.02440114,0.16091065
-0.31586331,-0.09576062
-0.60746199,-0.34945240
-0.80983711,-0.57872655
-0.89798967,-0.76833560
-0.85763252,-0.90256917
-0.70085030,-0.98089398
-0.44954850,-1.00312501
-0.13978158,-0.97689542
0.18566226,-0.91426772
0.48340635,-0.82984818
0.71534789,-0.73876121
0.85532802,-0.65283879
0.88388153,-0.58738412
0.80408428,-0.54535582
0.62581302,-0.53176069
0.37143972,-0.54553936
0.07017520,-0.58217314
-0.24616097,-0.63473085
-0.54720625,-0.69507968
-0.80931802,-0.75697843
-1.01160932,-0.80875349
-1.14127069,-0.84875395
-1.19766984,-0.87082209
-1.18490789,-0.87250104
-1.11188059,-0.85274081
-0.99021867,-0.81135820
-0.83240908,-0.74848735
-0.64844843,-0.66609889
-0.45120544,-0.55958215
-0.25180629,-0.43276237
-0.05547852,-0.28361605
0.13179013,-0.11328293
0.30469168,0.07511221
0.45829978,0.27589329
0.58808261,0.48061505
0.69216986,0.67638459
0.76366497,0.85279961
0.80615205,0.99877249
0.81947404,1.09966787
0.80827833,1.14511356
0.77985812,1.12856376
0.74336275,1.04841649
0.70852724,0.90857143
0.68218591,0.72024589
0.67288285,0.49500458
0.68520664,0.24778037
0.71469362,-0.00049545
0.75405622,-0.23097766
0.79211688,-0.42676958
0.81539641,-0.57437234
0.81020290,-0.66463254
0.76296777,-0.69504165
0.66849868,-0.66129589
0.52712549,-0.57155284
0.34104557,-0.43084566
0.12030524,-0.24854090
-0.12023871,-0.03567176
-0.36276578,0.19563449
-0.58877857,0.43253479
-0.78338757,0.66362879
-0.92909591,0.87088593
-1.02208048,1.04479793
-1.05804184,1.17016933
-1.04024959,1.23531570
-0.97653663,1.23132776
-0.87758319,1.15340910
-0.75489343,1.00216686
-0.61691592,0.78652602
-0.47578709,0.51588014
-0.33165285,0.21457222
-0.18742438,-0.09414049
-0.04125596,-0.38193908
0.11009550,-0.62028467
0.26944512,-0.78381749
0.43734205,-0.85379609
0.61253439,-0.81913970
0.78502931,-0.68461032
0.94063552,-0.46705018
1.06646501,-0.19001024
1.14669462,0.11266571
1.16697477,0.40273242
1.11704363,0.64239328
0.99302273,0.79938349
0.79705033,0.84963042
0.54397556,0.78682964
0.25627854,0.61970220
-0.04218273,0.36718416
-0.32280954,0.06210073
-0.55758520,-0.25505212
-0.72256963,-0.54159681
-0.80099228,-0.75857573
-0.78742038,-0.87427276
-0.68055372,-0.87665627
-0.49780666,-0.76078363
-0.25899712,-0.54352550
0.00794458,-0.25290646
0.27221420,0.07425811
0.50374770,0.39789262
0.67665434,0.68058236
0.77395302,0.89104693
0.78115321,1.01437787
0.70180966,1.04975177
0.54231381,1.00588957
0.31875432,0.90489085
0.05278011,0.77617298
-0.23107116,0.65124138
-0.50812826,0.55822254
-0.75415093,0.51512461
-0.95554841,0.53264814
-1.09576298,0.60842011
-1.17048399,0.72344896
-1.17906203,0.85123909
-1.12561066,0.96041759
-1.01788481,1.02017786
-0.86607112,1.00573292
-0.68358716,0.90481360
-0.47787852,0.71441786
-0.26457161,0.44598934
-0.05224377,0.12829269
0.14956140,-0.20238305
0.33248843,-0.50548238
0.48964542,-0.74215641
0.61595129,-0.88111197
0.71044829,-0.90151208
0.77045623,-0.80222452
0.79613008,-0.59826863
0.79473658,-0.31489868
0.77400059,0.00987937
0.74318209,0.33248560
0.71190765,0.60981517
0.68882253,0.80518584
0.68218591,0.89523237
0.69258755,0.86490362
0.71666173,0.72341996
0.75136965,0.48834355
0.78833396,0.19066844
0.81685434,-0.13188211
0.82541838,-0.44048824
0.80341164,-0.70085836
0.74084208,-0.88992101
0.63586401,-0.99075449
0.49121931,-1.00861547
0.31004381,-0.95521269
0.10159001,-0.85411785
-0.12172536,-0.73448062
-0.34573796,-0.62588603
-0.55611643,-0.55326419
-0.74179161,-0.53459488
-0.88997986,-0.56995874
-0.99132395,-0.65567560
-1.04451392,-0.77091827
-1.04984379,-0.88926518
-1.01048863,-0.98133007
-0.93162798,-1.01984612
-0.81952725,-0.98445464
-0.68267142,-0.86350155
-0.52294915,-0.66436587
-0.35025641,-0.39867411
-0.16778130,-0.09510615
0.01942089,0.21259447
0.20601980,0.48850158
0.38618394,0.69965542
0.55356190,0.82077168
0.70343801,0.83588863
0.82699547,0.74856838
0.91627557,0.56709255
0.96913605,0.31741815
0.98350550,0.03152300
0.95950384,-0.25499169
0.89933654,-0.50750526
0.80690359,-0.69660465
0.68912865,-0.79945175
0.54701590,-0.81003236
0.38990074,-0.72481047
0.22031203,-0.55657234
0.04222509,-0.32403104
-0.14061309,-0.05092552
-0.32423318,0.23704237
-0.50391641,0.51507385
-0.67567281,0.75967748
-0.82775903,0.95852909
-0.95567476,1.09641100
-1.04797748,1.17001886
-1.09558099,1.17910890
-1.09108935,1.12753178
-1.03009775,1.02224622
-0.91231597,0.87239727
-0.74422792,0.68662090
-0.53308170,0.48070569
-0.29080013,0.26224415
-0.03725259,0.04491238
0.20757012,-0.16038474
0.42360397,-0.34420089
0.59276902,-0.49916254
0.70084130,-0.62051671
0.74081999,-0.70843962
0.70549020,-0.75988600
0.60241229,-0.78322517
0.43863558,-0.78292604
0.22793497,-0.76702515
-0.01258877,-0.74414560
-0.26421783,-0.72233134
-0.50834091,-0.70794658
-0.72991856,-0.70673624
-0.91041886,-0.71714163
-1.04345781,-0.73461869
-1.12041319,-0.75638331
-1.13875004,-0.77593538
-1.09980951,-0.78590520
-1.00828029,-0.77902453
-0.87153256,-0.74899782
-0.70082805,-0.69308560
-0.50234773,-0.60422298
-0.29138687,-0.48599933
-0.07700543,-0.33784503
0.13018738,-0.16321081
0.32046758,0.03250228
0.48554257,0.24208467
0.61911458,0.45664068
0.71933015,0.66764971
0.78298820,0.85892174
0.81008226,1.02186468
0.80801622,1.14143856
0.78487079,1.20553622
0.75040229,1.20442727
0.71480946,1.13226092
0.68733564,0.98850057
0.67682194,0.78095808
0.68230065,0.51803863
0.70714204,0.22328834
0.74418205,-0.08060241
0.78458562,-0.36564073
0.81707363,-0.60338602
0.82949140,-0.76837949
0.81057965,-0.84162187
0.75361667,-0.81165275
0.64955385,-0.68484101
0.50274787,-0.47115530
0.31643477,-0.19789820
0.10059917,0.10128313
-0.13102924,0.38851096
-0.36257397,0.62653075
-0.57789003,0.78371573
-0.76436380,0.83657191
-0.90623261,0.78119164
-1.00051086,0.61982578
-1.04266360,0.37502817
-1.03468770,0.07871724
-0.98234808,-0.23016901
-0.89386493,-0.51094150
-0.77837964,-0.72666694
-0.64640676,-0.85103608
-0.50041427,-0.86583531
-0.34904730,-0.76717567
-0.19237364,-0.56966340
-0.03081734,-0.29801031
0.13569727,0.01487031
0.30650918,0.33271358
0.47909076,0.62102429
0.64635948,0.84977673
0.80266734,1.00514783
0.93988554,1.07650155
1.04412661,1.07114539
1.10352556,1.00426089
1.10815731,0.89770293
1.05182801,0.77610918
0.93350828,0.66289592
0.76007389,0.57484962
0.53806829,0.52794955
0.28776415,0.52142173
0.02689703,0.55282201
-0.22303308,0.61130156
-0.44094497,0.68203828
-0.60841508,0.74923869
-0.71159562,0.79910442
-0.74064248,0.82419039
-0.69653982,0.81664707
-0.58660326,0.78344841
-0.41930056,0.73087065
-0.20912019,0.67108712
0.02697067,0.61787262
0.27120382,0.58395649
0.50653625,0.57855411
0.71594431,0.60356821
0.88944453,0.65881428
1.02016082,0.73775679
1.10006933,0.82431451
1.12609146,0.90112081
1.09796819,0.95023687
1.01804389,0.95594205
0.89108112,0.90723793
0.72602513,0.80159612
0.52754617,0.63754306
0.31060019,0.42926574
0.08521319,0.19055991
-0.13587052,-0.05898575
-0.34001349,-0.29857402
-0.51580806,-0.50902869
-0.65429260,-0.67536691
-0.74815152,-0.78680464
-0.79873053,-0.84395252
-0.81199954,-0.85438713
-0.79390132,-0.82719392
-0.75561740,-0.77723586
-0.71014775,-0.72078156
-0.67042753,-0.67291890
-0.64732608,-0.64522898
-0.64592126,-0.64599499
-0.67040151,-0.67107239
-0.71916970,-0.71884705
-0.78085578,-0.77652079
-0.84179929,-0.83022883
-0.88616180,-0.86535659
-0.89841060,-0.86881440
-0.86586123,-0.83099509
-0.78278957,-0.74905595
-0.64362443,-0.62131214
-0.45828272,-0.45137760
-0.23683206,-0.25157511
0.00374834,-0.03524617
0.24380037,0.18309347
0.46372940,0.38950543
0.64674332,0.57210703
0.77922622,0.72017215
0.85842428,0.83289521
0.88854076,0.90452271
0.87575567,0.93867601
0.83286388,0.93933408
0.77513191,0.91198602
0.71779104,0.86298636
0.67365408,0.79912336
0.64930709,0.72932665
0.65019552,0.65631823
0.67606637,0.59139987
0.71731542,0.53952458
0.76263971,0.50723922
0.79903668,0.50012471
0.81385133,0.52189825
0.79661410,0.57339658
0.74232612,0.64973733
0.64599126,0.74803529
0.50703802,0.85258781
0.33314950,0.95039624
0.13311301,1.02435445
-0.08240460,1.05731312
-0.30196938,1.03463313
-0.51427996,0.94676690
-0.70683877,0.79334678
-0.87244300,0.57831404
-1.00491194,0.31443929
-1.09476702,0.02651129
-1.13558611,-0.25731359
-1.12246608,-0.50704109
-1.05266435,-0.69481673
-0.92642725,-0.79884023
-0.74592213,-0.80853309
-0.52417428,-0.71831403
-0.27045384,-0.54295121
-0.00463228,-0.30166415
0.25228924,-0.02381673
0.47811801,0.25674794
0.65181887,0.50605610
0.75605426,0.69431421
0.78146618,0.79762841
0.72226888,0.80874289
0.58149000,0.72316776
0.37507024,0.55334607
0.12420059,0.31834790
-0.14528535,0.04281365
-0.40618120,-0.24645184
-0.63345400,-0.52376398
-0.80561448,-0.76532570
-0.91344422,-0.95719840
-0.95700073,-1.09167605
-0.94124166,-1.16270656
-0.88082453,-1.17116432
-0.79561314,-1.12162700
-0.70732959,-1.02104011
-0.63595445,-0.87762733
-0.59452408,-0.69828730
-0.59497202,-0.49662062
-0.63208792,-0.27815519
-0.69850147,-0.05527692
-0.77795852,0.16106870
-0.84995914,0.35977265
-0.89319530,0.53027512
-0.88915176,0.66364254
-0.82720567,0.75577232
-0.70066333,0.80033879
-0.51204338,0.80448483
-0.27688528,0.77425339
-0.01560398,0.72225915
0.24761394,0.66422790
0.48841958,0.61666613
0.68590562,0.59406657
0.82754839,0.60419675
0.90288760,0.65204366
0.91896358,0.73423017
0.88472453,0.83482037
0.81725990,0.93320305
0.73689171,1.00522305
0.66374441,1.02717905
0.61443305,0.98013248
0.59748038,0.85571295
0.62000308,0.65266205
0.67258394,0.38222686
0.74506222,0.07153290
0.82034946,-0.24559898
0.87922824,-0.53133443
0.90353098,-0.74936896
0.87910308,-0.87053941
0.79615574,-0.87951213
0.65878444,-0.76961936
0.47016747,-0.55860605
0.24619374,-0.27236591
0.00504882,0.05045468
-0.23353846,0.36576855
-0.45105798,0.63033313
-0.63262350,0.80796058
-0.76674130,0.87276625
-0.85227030,0.82078344
-0.89385574,0.65613109
-0.89653019,0.40433203
-0.87030624,0.10036087
-0.82641318,-0.21463333
-0.77555444,-0.49920606
-0.72654381,-0.71725634
-0.68742462,-0.84451383
-0.65908435,-0.86313250
-0.63996788,-0.77739665
-0.63114813,-0.59785291
-0.63096075,-0.34690381
-0.63765750,-0.05310424
-0.64986894,0.25303149
-0.66671908,0.54295111
-0.68568790,0.79507219
-0.71045439,0.98839540
-0.73557372,1.11793297
-0.76089217,1.17937267
-0.78316260,1.17599765
-0.79827805,1.11496089
-0.80199157,1.00546969
-0.79092273,0.85731613
-0.76171025,0.67804827
-0.71808795,0.48094936
-0.66695410,0.27038633
-0.61381910,0.05700113
-0.56813250,-0.15024189
-0.53988534,-0.34208274
-0.53774073,-0.50934753
-0.56708960,-0.64378484
-0.63033117,-0.73730926
-0.71969572,-0.79152578
-0.82155517,-0.80389709
-0.92177204,-0.78295205
-1.00145651,-0.73960423
-1.04156490,-0.68782313
-1.02590692,-0.64263414
-0.94400607,-0.61764166
-0.79140132,-0.62440524
-0.57910118,-0.66409799
-0.31861348,-0.73057135
-0.03521026,-0.81459258
0.24310147,-0.89883698
0.48720610,-0.96223509
0.67071284,-0.98332627
0.77350944,-0.94404107
0.78259067,-0.83521535
0.69980593,-0.65107685
0.53764044,-0.40548026
0.31360427,-0.11683017
0.05400827,0.18569096
-0.21117823,0.46770354
-0.45188048,0.69440899
-0.64132145,0.83578275
-0.75692231,0.86944473
-0.78842961,0.79253969
-0.73443481,0.60867732
-0.59785765,0.34228433
-0.39110239,0.02765064
-0.13244618,-0.29366592
0.15602094,-0.57855046
0.45055666,-0.78838276
0.72972611,-0.89643202
0.96996349,-0.88362785
1.15133009,-0.75539409
1.26288215,-0.52651494
1.29710583,-0.22678142
1.25214043,0.10549868
1.13178855,0.42929648
0.94525510,0.70698163
0.70853109,0.91173225
0.43735592,1.02325621
0.15041194,1.04452397
-0.12781229,0.98651875
-0.37500234,0.87380222
-0.57104375,0.73803302
-0.69995164,0.61231571
-0.75155707,0.52538945
-0.72079752,0.49469314
-0.61653981,0.53125915
-0.44649570,0.62368188
-0.23092554,0.75408102
0.00747151,0.89317624
0.24394903,1.00725327
0.45422727,1.06407591
0.61690008,1.03869242
0.71352836,0.92009128
0.73624666,0.70578079
0.68408909,0.41710595
0.55859398,0.08246587
0.36934221,-0.25858960
0.13090677,-0.56307141
-0.13856067,-0.79104913
-0.41885136,-0.91183429
-0.69111007,-0.90694140
-0.93300337,-0.77908404
-1.12428595,-0.54807463
-1.25220240,-0.24414224
-1.30618226,0.09041016
-1.28052495,0.40918680
-1.17502296,0.66834664
-0.99538959,0.83282826
-0.75146362,0.88314106
-0.46518177,0.81197067
-0.15487609,0.62889547
0.15146516,0.36265150
0.42665543,0.05075973
0.64502600,-0.26411645
0.78526805,-0.54024396
0.83313269,-0.74247576
0.78167493,-0.84474925
0.63870944,-0.84096475
0.42251319,-0.73065461
0.15619987,-0.53222610
-0.12862343,-0.27146054
-0.39735508,0.02079339
-0.61659543,0.31312977
-0.75842002,0.57767394
-0.80605632,0.79510872
-0.75036315,0.94817100
-0.59535800,1.03684696
-0.36199663,1.06270517
-0.07966120,1.03540498
0.21568054,0.96849479
0.48617568,0.87707395
0.69706152,0.77577927
0.82313045,0.67927318
0.84599362,0.59320196
0.76033074,0.52887515
0.57830535,0.48876417
0.32160226,0.47526832
0.02006188,0.48917819
-0.29260854,0.52978800
-0.58346563,0.59468627
-0.82654005,0.68123638
-0.99997674,0.77990317
-1.09234332,0.87835718
-1.10733236,0.96603241
-1.05634018,1.02873641
-0.95788869,1.05202621
-0.83431972,1.02318842
-0.70825030,0.93347378
-0.60127270,0.77827669
-0.52324194,0.56487317
-0.48576867,0.30865754
-0.48729919,0.02818870
-0.52237013,-0.25045400
-0.58142784,-0.49853310
-0.65294379,-0.68833375
-0.72549022,-0.79706564
-0.78749402,-0.81230662
-0.83446714,-0.72628083
-0.86494412,-0.55182601
-0.87575482,-0.30707834
-0.86738601,-0.02157229
-0.84101552,0.26930602
-0.79753743,0.52889175
-0.73689254,0.72410000
-0.65978152,0.83176978
-0.56176219,0.83578402
-0.43833446,0.73313946
-0.29027702,0.53814443
-0.11844482,0.27421527
0.07352462,-0.02772470
0.27882535,-0.33372485
0.48760711,-0.61154349
0.68955243,-0.83299728
0.86878861,-0.98334196
1.00965352,-1.05857990
1.10254006,-1.06109172
1.13903522,-1.00426089
1.11484546,-0.90775660
1.03034286,-0.79403083
0.89060635,-0.68470180
0.70306039,-0.59547635
0.48284129,-0.54219634
0.24734608,-0.52497099
0.01067713,-0.54317265
-0.21131846,-0.58845049
-0.40399682,-0.64877122
-0.55476166,-0.71093998
-0.65371978,-0.76306407
-0.69608911,-0.79846687
-0.67634363,-0.80862610
-0.59278757,-0.79830827
-0.45198556,-0.77020982
-0.26245379,-0.73198041
-0.03624993,-0.69258860
0.21161773,-0.66049333
0.46405877,-0.64203782
0.70111130,-0.63842191
0.90956075,-0.65354844
1.06954518,-0.67946753
1.17071892,-0.71204438
1.20511557,-0.74395850
1.16988345,-0.76810227
1.06764972,-0.77898009
0.90636245,-0.77377855
0.69667801,-0.75099690
0.45700008,-0.71659040
0.20762897,-0.67897219
-0.03522540,-0.64356707
-0.25479439,-0.61768496
-0.43695584,-0.60727173
-0.57111605,-0.61580526
-0.65062785,-0.64359334
-0.67083665,-0.68565667
-0.63488628,-0.73825719
-0.54875343,-0.79532801
-0.41624530,-0.84523435
-0.24467671,-0.87824805
-0.04264217,-0.88585774
0.18006175,-0.86177376
0.41235654,-0.80257213
0.64370421,-0.70599302
0.85588266,-0.57695246
1.03819886,-0.42267760
1.17353950,-0.24766795
1.24797775,-0.05919907
1.25051304,0.13517935
1.17485573,0.32802795
1.02104409,0.51218726
0.79849420,0.68269619
0.51806281,0.83050605
0.20622927,0.94677877
-0.11139286,1.02730937
-0.40442435,1.06658205
-0.64303189,1.06016358
-0.80164721,1.00535620
-0.86249950,0.90193333
-0.81649209,0.75088414
-0.67306207,0.56103690
-0.44536934,0.34472824
-0.16340970,0.11298096
0.13751197,-0.11926980
0.41923892,-0.33651536
0.64569066,-0.52438066
0.78765021,-0.67139286
0.82864344,-0.77246030
0.75920287,-0.82166684
0.59244734,-0.82747689
0.34813832,-0.79750875
0.05806721,-0.74556941
-0.24013742,-0.68775413
-0.50804691,-0.63999006
-0.71151140,-0.61546014
-0.82697772,-0.62424003
-0.83630973,-0.66549744
-0.74302006,-0.73123394
-0.55705351,-0.81116155
-0.30095224,-0.88813019
-0.00445547,-0.94258582
0.29978170,-0.95566382
0.58061497,-0.91237861
0.81041016,-0.80633155
0.97620057,-0.63543433
1.06633848,-0.40697885
1.08524636,-0.14131723
1.04370330,0.13637126
0.95833237,0.39728892
0.84863879,0.61280445
0.73403002,0.75833634
0.62934872,0.81483166
0.54929066,0.77736879
0.50319462,0.65184396
0.49075809,0.45015289
0.50907446,0.19450721
0.55203253,-0.08750523
0.61179231,-0.36662108
0.68011166,-0.61573673
0.74738209,-0.81139260
0.81139722,-0.94454345
0.86256290,-1.00696158
0.89839689,-1.00585258
0.91481986,-0.95406952
0.90777693,-0.86953687
0.87323565,-0.77219292
0.80755676,-0.68087087
0.71011891,-0.61252198
0.57800624,-0.57412732
0.41121075,-0.56621261
0.21753444,-0.58745648
0.00641620,-0.62970644
-0.20975300,-0.68181627
-0.41685262,-0.73190610
-0.60072027,-0.76957812
-0.74712179,-0.78965003
-0.85180241,-0.78708713
-0.90697499,-0.76165440
-0.91669706,-0.72170619
-0.88829604,-0.67667071
-0.83318123,-0.63714671
-0.76508689,-0.61288600
-0.69795653,-0.61092045
-0.64190034,-0.63221207
-0.60762935,-0.67917222
-0.60099341,-0.74084707
