I,Q
0.46185478,0.47070171
0.58718398,0.54587068
0.66878427,0.57015055
0.67949845,0.51585042
0.71400587,0.45187509
0.70497092,0.30274490
0.66371941,0.12928131
0.61713008,-0.05677200
0.60181242,-0.28686778
0.55050133,-0.49142397
0.54374696,-0.66762335
0.54108783,-0.81420942
0.55410803,-0.94072953
0.55387968,-0.98860392
0.56885580,-1.03282121
0.58822506,-1.00212659
0.59827792,-0.92478225
0.59561399,-0.80777334
0.52258594,-0.63916826
0.47968411,-0.47777141
0.38042995,-0.29496476
0.29101660,-0.08500115
0.13792630,0.10718652
-0.01209505,0.28425118
-0.17749731,0.43680014
-0.34509565,0.54672082
-0.51318737,0.65790767
-0.66949950,0.72693520
-0.81083356,0.75103610
-0.92576161,0.76352496
-0.96129022,0.73379061
-0.97070157,0.71045247
-0.90000422,0.68516121
-0.79891836,0.66337907
-0.63288793,0.63689060
-0.39423055,0.61905604
-0.12969804,0.61476526
0.11872995,0.62462932
0.35913747,0.62656070
0.55583852,0.64485549
0.72256022,0.64518591
0.75534152,0.63842177
0.72912640,0.59600548
0.62775361,0.51406563
0.41285448,0.40791125
0.20058665,0.25637126
-0.07324691,0.08184930
-0.32858774,-0.08709475
-0.54826268,-0.27529216
-0.70206996,-0.43433909
-0.76736307,-0.59951274
-0.71979048,-0.72083800
-0.59693817,-0.80301696
-0.37713142,-0.86831871
-0.12196192,-0.86274905
0.15007241,-0.86034507
0.38269672,-0.78577234
0.57834434,-0.70474405
0.67972765,-0.59096958
0.69938897,-0.48987790
0.63442342,-0.35699968
0.46774980,-0.18942804
0.25356677,-0.04765022
-0.01523824,0.11503289
-0.27299827,0.27280322
-0.49233713,0.45160797
-0.67423570,0.60044456
-0.81586926,0.74118257
-0.85215064,0.84730538
-0.85393541,0.95184994
-0.78862334,0.98321474
-0.68428858,0.98419042
-0.59074287,0.92226539
-0.50177862,0.82745238
-0.42593367,0.68747897
-0.42485620,0.48805285
-0.43616723,0.26857218
-0.47464407,0.05441477
-0.53331598,-0.15456839
-0.62618313,-0.33608131
-0.67072335,-0.47355503
-0.72183561,-0.57075869
-0.73122578,-0.58280148
-0.72659590,-0.56463800
-0.70192910,-0.45006322
-0.63639410,-0.32792314
-0.57313902,-0.13016830
-0.53045293,0.03091985
-0.48616112,0.27738587
-0.48672852,0.44347744
-0.48589673,0.62668959
-0.52054056,0.79158515
-0.57289137,0.90957918
-0.65272816,0.97259838
-0.71255594,1.01013917
-0.76307706,0.97164844
-0.75826966,0.90785644
-0.72102239,0.79843342
-0.64006688,0.65053762
-0.51477642,0.45984657
-0.36439288,0.28444128
-0.16373633,0.08048717
0.03936826,-0.10739002
0.23287930,-0.31585864
0.40788787,-0.46864141
0.55606472,-0.57557984
0.64021235,-0.66947909
0.66852628,-0.71235715
0.69363624,-0.72486142
0.67124795,-0.70797198
0.61638628,-0.65931586
0.58733559,-0.63521167
0.53864504,-0.61014498
0.50388955,-0.57260146
0.52343289,-0.58333851
0.54140433,-0.60052770
0.57549695,-0.63910734
0.62378901,-0.70578811
0.66006299,-0.75660768
0.70144055,-0.78575304
0.69754357,-0.80633425
0.66920788,-0.76161550
0.60540566,-0.70692546
0.48807404,-0.58311694
0.35455386,-0.38936963
0.18135880,-0.22709556
0.03572836,0.00141942
-0.15727870,0.23321111
-0.30991628,0.40972887
-0.45506034,0.58636724
-0.57314513,0.69788868
-0.68386597,0.76298985
-0.73229364,0.79004597
-0.74469830,0.76046671
-0.74678703,0.74184477
-0.73337978,0.69700979
-0.70077088,0.64613849
-0.66191597,0.62826184
-0.58655707,0.58279664
-0.53347507,0.58401009
-0.47034027,0.60864456
-0.43681936,0.63528113
-0.40326449,0.66613477
-0.39267383,0.69669628
-0.40999661,0.70728242
-0.45211730,0.70239735
-0.52990864,0.65285276
-0.62478517,0.58247048
-0.68916760,0.45177964
-0.77006173,0.31901730
-0.86062210,0.16562439
-0.91411316,-0.03425043
-0.89716356,-0.20112506
-0.81716677,-0.40160890
-0.68519333,-0.57298875
-0.53370950,-0.71961638
-0.30308081,-0.84569621
-0.05816783,-0.94868634
0.18846890,-0.96444264
0.38922973,-0.94856816
0.53915356,-0.91258961
0.65384248,-0.80805667
0.67332682,-0.66210414
0.59209788,-0.45719336
0.45642462,-0.24777291
0.25133527,-0.01099728
0.01984792,0.19787920
-0.19263923,0.40897489
-0.40545245,0.57327438
-0.56125473,0.67296659
-0.63831275,0.69785533
-0.67535243,0.62257008
-0.60211412,0.50118939
-0.45714635,0.34115317
-0.27235437,0.10756359
-0.03284790,-0.11320135
0.19554136,-0.36859572
0.41655134,-0.55436765
0.62754058,-0.70682392
0.78871595,-0.79857962
0.90961286,-0.85427079
0.96524210,-0.85195872
0.97504472,-0.77919185
0.93414124,-0.70158475
0.84623004,-0.61873869
0.72123515,-0.56761991
0.58020572,-0.51604988
0.40280176,-0.51380076
0.23660820,-0.53110280
0.04221322,-0.59544004
-0.15055346,-0.67411179
-0.32355365,-0.71364466
-0.47395339,-0.74461608
-0.59866869,-0.73369764
-0.66473883,-0.69947750
-0.69612484,-0.57886817
-0.69362740,-0.40691823
-0.65978511,-0.21777190
-0.60483825,0.00078005
-0.56550472,0.24500419
-0.51949646,0.41857740
-0.47456617,0.60873671
-0.48695053,0.72705049
-0.53775869,0.77952084
-0.60464244,0.79675653
-0.69106336,0.76963943
-0.77501117,0.71640883
-0.83373074,0.64165030
-0.83350384,0.58136330
-0.81818401,0.53894824
-0.70824451,0.52205457
-0.55889548,0.53698147
-0.31618657,0.55678169
-0.03377647,0.63552168
0.22872301,0.68705003
0.42454193,0.71826271
0.66069154,0.75008849
0.77541443,0.72695345
0.74214364,0.67309323
0.68120704,0.54044292
0.45542202,0.39621307
0.24519209,0.21823388
-0.04287605,-0.00111153
-0.33834536,-0.19266853
-0.53883499,-0.35538943
-0.68564760,-0.52190033
-0.75062639,-0.63358457
-0.70542177,-0.71514998
-0.57589752,-0.74237609
-0.37621324,-0.75601629
-0.09171345,-0.75642282
0.18745621,-0.70912690
0.42407405,-0.67834408
0.57913240,-0.62678178
0.69276721,-0.60545993
0.71586052,-0.56746818
0.63596315,-0.55415277
0.50003108,-0.55696045
0.29041198,-0.54577034
0.02255377,-0.53642936
-0.21554749,-0.53762835
-0.46375440,-0.56890998
-0.68958748,-0.58405070
-0.85025942,-0.57251797
-0.97824040,-0.61222265
-1.01438523,-0.63232174
-1.00817435,-0.65990639
-0.95464818,-0.66418160
-0.85932166,-0.65379675
-0.73442616,-0.66079778
-0.58664618,-0.62990177
-0.41299168,-0.60530593
-0.22618991,-0.57453976
-0.05512985,-0.52801536
0.12572185,-0.49542572
0.28413753,-0.45971320
0.42185956,-0.44917129
0.54772056,-0.48572805
0.61607363,-0.54475307
0.67104169,-0.62575862
0.67740311,-0.70077304
0.65576868,-0.80153058
0.61836783,-0.86771493
0.57254859,-0.88092451
0.52313642,-0.87892536
0.52295696,-0.80918813
0.52834615,-0.67807424
0.56967863,-0.48873779
0.61393211,-0.27311940
0.71116318,-0.04156029
0.76139181,0.19516049
0.81139525,0.40770699
0.82881394,0.56881827
0.78826886,0.65323600
0.72826789,0.66073167
0.56963540,0.59295330
0.35245452,0.45527750
0.09130730,0.25839923
-0.13957198,0.05749919
-0.40160188,-0.18313125
-0.59397013,-0.38121528
-0.69734149,-0.56402985
-0.73377517,-0.64399759
-0.65283458,-0.67996588
-0.51580300,-0.63330077
-0.29550078,-0.48361960
-0.02990439,-0.32992162
0.23108463,-0.10045516
0.48901356,0.14105349
0.68154517,0.39285128
0.76772292,0.61856215
0.75072448,0.84104486
0.63116788,0.98773171
0.44841555,1.07444200
0.20112566,1.10548027
-0.08739826,1.06277892
-0.36536535,0.96173176
-0.61092883,0.80151239
-0.76800147,0.60387170
-0.90224841,0.38642273
-0.88445183,0.11274046
-0.81242445,-0.10036043
-0.75651648,-0.32544461
-0.62761790,-0.47542316
-0.51776327,-0.60071750
-0.44802197,-0.63691065
-0.40688236,-0.61647952
-0.44390897,-0.54388106
-0.52635924,-0.36525130
-0.63176603,-0.20968708
-0.75905755,0.00224645
-0.82576042,0.19099061
-0.90567879,0.36626958
-0.88480803,0.51574025
-0.80385195,0.59449412
-0.61036327,0.60927508
-0.34791015,0.57814015
-0.08755896,0.45936110
0.19540223,0.31715355
0.47788159,0.11443035
0.68719650,-0.13613458
0.77896456,-0.35357552
0.77348629,-0.57487172
0.65192636,-0.79669191
0.48068529,-0.94543530
0.22594879,-1.05767343
-0.08198252,-1.12123731
-0.32367624,-1.09257265
-0.54837843,-0.99728314
-0.68608656,-0.86351629
-0.73669675,-0.65024443
-0.67845856,-0.39280896
-0.52756133,-0.14729772
-0.30128734,0.12914310
-0.06636054,0.35123172
0.20169114,0.54979082
0.44212928,0.67852764
0.61926067,0.69337649
0.71180315,0.66984750
0.70961729,0.55814540
0.62650728,0.37110967
0.46169198,0.13477679
0.22377195,-0.11659369
-0.00966788,-0.33171444
-0.26572146,-0.53176403
-0.48171329,-0.64757676
-0.66049282,-0.69310425
-0.82851174,-0.65657642
-0.84786794,-0.51125711
-0.89179646,-0.33027576
-0.88462428,-0.07232515
-0.80729633,0.18079404
-0.75686195,0.40921343
-0.66963259,0.57759003
-0.59613700,0.71343900
-0.50220633,0.71022119
-0.46382577,0.63928374
-0.42415146,0.48253642
-0.39765414,0.25342393
-0.41022093,0.02104207
-0.44532156,-0.26422094
-0.48326732,-0.49782727
-0.53773882,-0.70379313
-0.64021842,-0.85882071
-0.72381146,-0.95239278
-0.79718836,-0.96358600
-0.83980593,-0.94512245
-0.88041912,-0.83659335
-0.85500168,-0.72207149
-0.79377168,-0.62373187
-0.66043433,-0.53330680
-0.47394946,-0.45970214
-0.25229156,-0.40731302
0.00443989,-0.41522875
0.22978088,-0.41971825
0.42755584,-0.48854001
0.59244419,-0.53697656
0.70769394,-0.60243955
0.71978847,-0.62947665
0.63701445,-0.69014267
0.48501631,-0.70050836
0.29322002,-0.74091087
0.02947912,-0.72117645
-0.20423250,-0.72000069
-0.40683815,-0.68238244
-0.59467547,-0.65644972
-0.69772077,-0.57816568
-0.69160336,-0.50937687
-0.61623984,-0.38880765
-0.46356234,-0.27586527
-0.22283423,-0.10880752
0.03277311,0.07416026
0.27291067,0.25133995
0.50252362,0.41853283
0.67914544,0.58968339
0.80983608,0.77028169
0.86545655,0.90314687
0.86021056,0.95694354
0.83962761,1.01720909
0.74377859,0.97309899
0.65037883,0.87872042
0.56442722,0.76099177
0.49280573,0.62251866
0.44207363,0.42760563
0.44124157,0.24070569
0.45838945,0.01354756
0.51070249,-0.16033524
0.56696209,-0.32310686
0.61731210,-0.45056369
0.65536056,-0.53519245
0.70168955,-0.56965834
0.70635819,-0.54697444
0.67821728,-0.47483730
0.67391778,-0.35643868
0.63994601,-0.18696427
0.61473542,-0.02001070
0.55006080,0.18352859
0.52440992,0.42577697
0.50751805,0.60754909
0.52627982,0.79090286
0.54251298,0.92550068
0.55627097,1.01250222
0.58823174,1.03474897
0.59161007,1.01474022
0.63318961,0.94067590
0.61724280,0.79717546
0.61251239,0.62356269
0.57781962,0.40896189
0.56324058,0.20999533
0.54501767,-0.01147164
0.53380709,-0.21471690
0.53668779,-0.34537723
0.55864376,-0.45431391
0.57830803,-0.53388728
0.61724803,-0.53169562
0.66554928,-0.51947604
0.70209708,-0.42873349
0.73342297,-0.30333549
0.76533774,-0.17322605
0.76457951,-0.00378147
0.73110693,0.18580314
0.65053328,0.39825120
0.56530568,0.57877081
0.45270354,0.77132309
0.32465618,0.90136392
0.16227188,0.99991103
0.01048224,1.05613845
-0.15319149,1.05672469
-0.31526177,0.96340814
-0.46542221,0.84069756
-0.62350941,0.64467111
-0.72213665,0.40708698
-0.81860284,0.15421094
-0.88382716,-0.13799187
-0.89088738,-0.40848095
-0.85885882,-0.60094049
-0.81387837,-0.72170273
-0.70762474,-0.77076733
-0.59960428,-0.70995967
-0.42188954,-0.58661513
-0.27096266,-0.38412590
-0.08833942,-0.14594753
0.08223349,0.13309652
0.27769692,0.36216658
0.41056852,0.58167660
0.52720105,0.69653886
0.63015604,0.72450815
0.67368799,0.68845933
0.68593765,0.55544892
0.65687121,0.32886137
0.62950224,0.10012485
0.59448439,-0.18769274
0.57521926,-0.41256304
0.57200487,-0.57573476
0.57335192,-0.67536848
0.62508992,-0.68407417
0.66575243,-0.59350716
0.71331728,-0.43819924
0.77676814,-0.21516826
0.81711425,0.04573448
0.81595922,0.29532880
0.75695489,0.53731297
0.64362375,0.72178879
0.48757969,0.84840648
0.29681822,0.93310618
0.08114307,0.94509319
-0.16501168,0.88916062
-0.38203335,0.79586994
-0.56345864,0.68176382
-0.68495109,0.58030922
-0.72591240,0.50176720
-0.68708614,0.40221579
-0.56245965,0.38872928
-0.41039523,0.39970919
-0.19170365,0.41007050
0.03590947,0.47722543
0.28512646,0.54254120
0.49907084,0.59578389
0.66375898,0.67907571
0.75877552,0.73382424
0.81238608,0.79122705
0.80194312,0.82434441
0.76367395,0.83293479
0.68997459,0.81921144
0.60654161,0.78682934
0.53334359,0.71151610
0.48381119,0.63662522
0.45110522,0.51488743
0.45427724,0.39139916
0.50278912,0.22502607
0.56075378,0.04854487
0.57829965,-0.12126003
0.63231367,-0.31422212
0.67812032,-0.46993139
0.71241355,-0.59073275
0.72658166,-0.69191555
0.70544496,-0.73919740
0.66818018,-0.72815497
0.63209265,-0.72672152
0.58328329,-0.67896704
0.56329570,-0.61278103
0.55999531,-0.55891539
0.55916947,-0.49694502
0.60127534,-0.47309949
0.65369856,-0.47209499
0.73110258,-0.46476647
0.77921742,-0.49308913
0.81820606,-0.54891385
0.79924486,-0.56723161
0.76946122,-0.60499921
0.71551008,-0.62273157
0.55970148,-0.59783060
0.44148367,-0.60476547
0.22404218,-0.58874758
0.04862205,-0.56404345
-0.17031471,-0.53987434
-0.33647194,-0.55176186
-0.47069948,-0.56340376
-0.64323631,-0.58529767
-0.68641183,-0.65654650
-0.73823732,-0.68827344
-0.70409036,-0.77079847
-0.67032633,-0.80263091
-0.61150236,-0.83952482
-0.56469398,-0.82611706
-0.50098194,-0.75704056
-0.49418670,-0.67581169
-0.46284230,-0.55139866
-0.50098079,-0.42443300
-0.55219971,-0.24549043
-0.57470259,-0.04614714
-0.64469160,0.14128564
-0.66901931,0.29656375
-0.70254749,0.44640103
-0.72569029,0.55748075
-0.69984407,0.66925571
-0.66388095,0.70046980
-0.60686601,0.72742526
-0.57575087,0.72333803
-0.54759460,0.70784775
-0.54037687,0.64645129
-0.55278974,0.61780012
-0.57671249,0.53873268
-0.64844481,0.51278654
-0.72476671,0.43905353
-0.79805454,0.42204648
-0.85426083,0.42184106
-0.88977695,0.41343357
-0.86973599,0.43132182
-0.78643979,0.45667535
-0.69289460,0.51854195
-0.53201539,0.60961461
-0.37785016,0.67400690
-0.14395818,0.74679033
0.05228190,0.79280698
0.23524920,0.81899230
0.39500225,0.82583695
0.49606587,0.77711234
0.53626913,0.68443761
0.56653274,0.54338945
0.50283159,0.40000324
0.39080496,0.20090407
0.23704798,-0.01747084
0.05483124,-0.20679432
-0.12337973,-0.40787478
-0.31017360,-0.57097005
-0.51630515,-0.69143698
-0.70572180,-0.77488775
-0.83470225,-0.81802914
-0.94160270,-0.82305612
-0.98592120,-0.77105574
-0.98383445,-0.74902063
-0.95266347,-0.67870741
-0.78793982,-0.63696603
-0.61573635,-0.59438995
-0.38703797,-0.57134863
-0.11611220,-0.59062329
0.15417072,-0.60171525
0.37902065,-0.63337642
0.60405607,-0.66765792
0.74035190,-0.65861974
0.78676477,-0.64760347
0.73947420,-0.60634209
0.61496810,-0.50138823
0.43562271,-0.39231462
0.15952305,-0.22493542
-0.08681819,-0.04934404
-0.35918703,0.14882409
-0.57400119,0.31525879
-0.73374870,0.48544376
-0.76978121,0.60872459
-0.71737207,0.68655145
-0.60378597,0.75897549
-0.38015870,0.74807433
-0.13421580,0.72772752
0.11995786,0.71766136
0.37323055,0.64638848
0.52634958,0.64287200
0.65519042,0.59940351
0.67984425,0.56577756
0.59867446,0.56787817
0.42623340,0.56934158
0.19489027,0.60351006
-0.06852041,0.59956758
-0.33120044,0.62388900
-0.56625176,0.61004143
-0.77915853,0.59014758
-0.90079636,0.56696238
-0.95438182,0.52807286
-0.97853385,0.49088725
-0.94003963,0.43617702
-0.85269128,0.41872085
-0.72836343,0.40905441
-0.63764478,0.43694610
-0.55143265,0.47221911
-0.51958218,0.53897787
-0.49293277,0.61053501
-0.52229434,0.68736547
-0.57221455,0.73915469
-0.62631025,0.77074399
-0.69199663,0.75188303
-0.70613001,0.68772076
-0.75029483,0.58549168
-0.74277739,0.42076892
-0.72727674,0.24454113
-0.68463726,0.02349605
-0.61662493,-0.18738744
-0.54175140,-0.38663275
-0.50519484,-0.53684699
-0.47342313,-0.66158031
-0.45250105,-0.71611235
-0.46313117,-0.70481934
-0.48571932,-0.60503964
-0.54848761,-0.47116141
-0.60288150,-0.29258487
-0.65732327,-0.05904533
-0.72012590,0.17454047
-0.74420444,0.38398007
-0.75132436,0.58414650
-0.73584440,0.73595818
-0.68007045,0.83437357
-0.63995643,0.89093074
-0.59587266,0.85643516
-0.58577351,0.83443223
-0.52111698,0.72110497
-0.55743538,0.60793338
-0.56315316,0.46598401
-0.65655625,0.30290936
-0.72130138,0.16653247
-0.80722359,0.03203452
-0.83833673,-0.08815816
-0.87767271,-0.24320933
-0.85520573,-0.36582811
-0.77890071,-0.48007944
-0.61936504,-0.59468021
-0.42556697,-0.70510199
-0.17539374,-0.81159540
0.06118015,-0.88569002
0.32782440,-0.89907136
0.53783125,-0.88350216
0.71298944,-0.84749603
0.79581101,-0.75265366
0.79528814,-0.59853125
0.69746831,-0.40522113
0.50774861,-0.20032469
0.23762901,0.03440649
-0.02748758,0.23544808
-0.31785362,0.40202978
-0.56152913,0.50599096
-0.73629597,0.58338337
-0.81229470,0.58532554
-0.76650962,0.51876074
-0.65700568,0.40555278
-0.45087317,0.24107084
-0.18995515,0.03379267
0.12815948,-0.13379785
0.39981440,-0.31942906
0.62410278,-0.46407098
0.81001627,-0.57057539
0.91937589,-0.65046567
0.95492065,-0.65553192
0.91319683,-0.66067206
0.84517965,-0.61170055
0.75401553,-0.59195902
0.62844969,-0.52512221
0.55775250,-0.51467641
0.53348147,-0.45987523
0.54735511,-0.49229875
0.62862841,-0.48644832
0.70352921,-0.52458072
0.79537129,-0.53969870
0.85970039,-0.56671591
0.89720386,-0.58260731
0.86658310,-0.58508788
0.80487652,-0.49536607
0.64805125,-0.45654174
0.44550549,-0.40093509
0.17966399,-0.26087896
-0.08629217,-0.13074353
-0.33774783,-0.00352361
-0.54571066,0.14880431
-0.72197274,0.31447503
-0.77587131,0.48811033
-0.77361456,0.63280157
-0.68912968,0.78655891
-0.53352202,0.89944846
-0.29668007,0.96734688
-0.03598580,0.98988664
0.21339062,0.98442315
0.42631113,0.91224660
0.62758482,0.76450267
0.74167212,0.57200602
0.83196551,0.33637906
0.84574236,0.07368058
0.82906907,-0.18989791
0.78023367,-0.40573508
0.70249135,-0.55375192
0.66928019,-0.67556688
0.59335917,-0.64447584
0.54929629,-0.52426563
0.52400132,-0.36422029
0.52991266,-0.09036221
0.55868172,0.19255107
0.57741275,0.43926309
0.55477605,0.68653414
0.57663119,0.82113669
0.56792855,0.86186749
0.57685538,0.78742111
0.55439232,0.62618210
0.52873809,0.35374598
0.52464197,0.04809989
0.51924748,-0.25353420
0.55607428,-0.50853978
0.57889099,-0.68662230
0.62806345,-0.74018149
0.65332021,-0.66970350
0.74147284,-0.48377716
0.81600220,-0.20230711
0.84016589,0.11113767
0.80758188,0.42724875
0.78088354,0.69481725
0.68444555,0.88667621
0.58333402,0.93571889
0.40018750,0.85373884
0.19320740,0.65027036
-0.00567912,0.34860389
-0.23002251,-0.01129801
-0.38442959,-0.37332436
-0.49733254,-0.68375650
-0.55495076,-0.88628303
-0.58192537,-0.94301287
-0.50252296,-0.88471686
-0.36572160,-0.69182166
-0.22447264,-0.36214896
-0.01791337,-0.02171148
0.17242769,0.35195631
0.36133654,0.66797536
0.47537075,0.87517090
0.55695919,0.93302548
0.58545207,0.89897314
0.51455242,0.71299791
0.41587943,0.40787178
0.25389047,0.01981421
0.06262210,-0.30207336
-0.13915098,-0.65232879
-0.35292844,-0.87070177
-0.56126790,-0.94540639
-0.71427191,-0.90585460
-0.82334254,-0.73704995
-0.92232176,-0.47165273
-0.93996625,-0.12496260
-0.92451711,0.19355010
-0.86292326,0.46408465
-0.78323205,0.68868656
-0.62748522,0.75652716
-0.50310652,0.71713282
-0.32631093,0.54922004
-0.17471171,0.31781125
-0.00188494,-0.00432160
0.18986444,-0.29352043
0.35688574,-0.52906688
0.50867834,-0.69302634
0.65926028,-0.72010547
0.76864683,-0.67567090
0.86239937,-0.45787616
0.90879185,-0.18879655
0.93373842,0.12030210
0.88043497,0.41628210
0.81871272,0.68622047
0.67529110,0.83554962
0.51802944,0.89119221
0.34393254,0.81909208
0.14482150,0.64203030
-0.04458875,0.38358720
-0.20869520,0.05531663
-0.33501835,-0.25904539
-0.44618121,-0.54860720
-0.49139781,-0.76241853
-0.49250260,-0.86601348
-0.44289392,-0.86091174
-0.37527228,-0.73354877
-0.24772144,-0.52544819
-0.13557518,-0.25592185
0.01052977,0.05960555
0.16514670,0.35168374
0.30689005,0.63314756
0.45275973,0.84268134
0.58748289,0.99254571
0.71009841,1.03881508
0.77516699,0.99537873
0.81176686,0.93495210
0.82884819,0.83180839
0.78717481,0.71745718
0.69333021,0.62315504
0.53645016,0.55500822
0.36907543,0.54992677
0.19266975,0.53885137
-0.03524171,0.58670478
-0.24921922,0.61109803
-0.42871323,0.69144815
-0.58114831,0.71645338
-0.70742449,0.67409938
-0.75771429,0.60670546
-0.75971356,0.49162687
-0.74854235,0.31253433
-0.67412453,0.10719126
-0.60725193,-0.12682913
-0.52870008,-0.32765202
-0.46312927,-0.55097990
-0.41850534,-0.67448069
-0.42704012,-0.79330057
-0.46220732,-0.84909264
-0.50987609,-0.86753542
-0.58805166,-0.80893830
-0.63403861,-0.74987174
-0.66742714,-0.70951315
-0.68348664,-0.64566100
-0.64129471,-0.59466131
-0.54121684,-0.59785288
-0.41922599,-0.62665062
-0.20800453,-0.65877961
0.02887664,-0.73418290
0.21395585,-0.77652584
0.41588146,-0.79864997
0.59009969,-0.76616314
0.71071257,-0.71697251
0.75045448,-0.57851196
0.69149797,-0.41986711
0.62092156,-0.19961695
0.47957886,0.03042298
0.24860138,0.24046923
-0.01283932,0.40210355
-0.25410770,0.53659921
-0.51672600,0.58174305
-0.70890188,0.57145948
-0.90663006,0.45761175
-1.01460268,0.26511855
-1.07944792,0.09473624
-1.06682528,-0.14858428
-0.97430320,-0.37040861
-0.85983162,-0.55564754
-0.69232120,-0.70966790
-0.48956838,-0.76101963
-0.27154965,-0.74248711
-0.04242122,-0.64841795
0.17686407,-0.49022014
0.35812333,-0.25012093
0.46861280,-0.01041726
0.55891562,0.26451040
0.54235981,0.52816575
0.49161485,0.75882129
0.36937433,0.92655236
0.22718482,1.04935885
0.04340402,1.07719457
-0.20249459,1.04324305
-0.38671086,0.95143977
-0.53888507,0.81228882
-0.68547834,0.62800042
-0.71983792,0.40748787
-0.69864276,0.23305046
-0.62197485,0.03346972
-0.46303475,-0.12744292
-0.24295687,-0.27302874
0.00327700,-0.38463664
0.24337791,-0.44677502
0.49307580,-0.45111403
0.71581080,-0.41775215
0.91869631,-0.35311782
1.02002620,-0.27570730
1.08990902,-0.17321041
1.08312186,-0.03037460
1.00006272,0.14975626
0.87132935,0.29331475
0.70908057,0.50080437
0.46126635,0.66300907
0.22015919,0.81423188
-0.00635455,0.91353382
-0.24021339,0.98207910
-0.42401298,1.01413331
-0.58910366,0.98736946
-0.69203681,0.87972276
-0.74628817,0.72629711
-0.72276326,0.53550203
-0.64325661,0.30013004
-0.48364774,0.07448216
-0.32039881,-0.18130851
-0.08418586,-0.37958703
0.12708871,-0.52302365
0.34479309,-0.60266865
0.54032413,-0.61665379
0.72191198,-0.53645239
0.83212047,-0.40166315
0.90699265,-0.17500262
0.95394476,0.06532256
0.92104555,0.27549075
0.84607048,0.52795519
0.74923797,0.66773208
0.61051635,0.77289631
0.46733127,0.77437605
0.29975795,0.69312696
0.17617192,0.53584850
0.00585663,0.31123268
-0.10304928,0.07263334
-0.23419984,-0.19819902
-0.32011097,-0.45131503
-0.39908043,-0.64532188
-0.45885902,-0.77641717
-0.52608506,-0.81875056
-0.54459418,-0.77303393
-0.56578139,-0.66965166
-0.60999281,-0.47021204
-0.62749188,-0.24994957
-0.65344907,0.00578626
-0.67397738,0.26879195
-0.68049638,0.52365385
-0.73683060,0.69712994
-0.76342039,0.87223173
-0.76224310,0.94584270
-0.78997053,0.94900672
-0.78249876,0.90865358
-0.80187939,0.78282547
-0.77374853,0.63054345
-0.74415131,0.42778027
-0.68400106,0.22944210
-0.63937283,-0.00216860
-0.54726007,-0.19954403
-0.48777811,-0.37244470
-0.44137856,-0.51457583
-0.41484867,-0.63661974
-0.41556206,-0.67653115
-0.42430906,-0.69837869
-0.49135975,-0.66542098
-0.54255253,-0.56399705
-0.60392930,-0.42225778
-0.68392500,-0.27465510
-0.77253500,-0.10364535
-0.79466597,0.08767591
-0.78107672,0.27070253
-0.73970737,0.44923793
-0.66688523,0.57649695
-0.52295726,0.70970675
-0.37064173,0.79519864
-0.17559005,0.82700466
-0.01403821,0.83852309
0.17862359,0.82967053
0.31691843,0.79063058
0.45599432,0.73087767
0.58125241,0.66085798
0.65658094,0.60252514
0.67343652,0.56059671
0.68803285,0.54449015
0.65004917,0.55613570
0.61459513,0.55008432
0.56005533,0.63132628
0.47124859,0.69351306
0.39636561,0.78212792
0.31584165,0.86886505
0.26378026,0.91780152
0.25374767,0.97958434
0.23203606,0.96828113
0.24967717,0.95067153
0.31883520,0.86920652
0.39676575,0.74966868
0.51633763,0.57624406
0.66707452,0.39580768
0.77482766,0.19702465
0.89640174,-0.03675421
0.93918723,-0.21262245
0.94938088,-0.35527330
0.90309878,-0.46381100
0.74934107,-0.48175576
0.59911387,-0.47202603
0.36746041,-0.38098785
0.12489376,-0.25411665
-0.14315914,-0.07620137
-0.40625087,0.10025035
-0.57950774,0.27401098
-0.72635477,0.39858131
-0.78394940,0.48775631
-0.74101180,0.53348752
-0.63454873,0.51350572
-0.43827129,0.41734760
-0.22069003,0.29048641
0.03644222,0.10134719
0.30758578,-0.09588474
0.55736667,-0.29405332
0.76592509,-0.47342420
0.93559870,-0.63367404
1.03616039,-0.77090373
1.08260677,-0.81676988
1.08974038,-0.83432440
1.02608715,-0.79937143
0.94088485,-0.72807843
0.84759412,-0.59808319
0.72355346,-0.42579984
0.58601335,-0.25518154
0.47540526,-0.05371938
0.41040462,0.14582625
0.34809750,0.30960921
0.31996546,0.47038726
0.32384466,0.58097035
0.37242038,0.67675898
0.43605290,0.71608885
0.51677894,0.68406351
0.62410339,0.62602747
0.72293244,0.50809286
0.79882976,0.37125679
0.86582921,0.18078654
0.88467365,-0.02879199
0.84950772,-0.24373720
0.75697127,-0.44699961
0.63740658,-0.63337763
0.46196345,-0.79245514
0.25326473,-0.90153738
0.06700464,-0.95472703
-0.13414183,-0.96415093
-0.27699722,-0.90025987
-0.41059724,-0.83812343
-0.48135895,-0.70739578
-0.48921750,-0.54949125
-0.43034045,-0.36311490
-0.32951992,-0.19464582
-0.18525181,0.02284465
-0.00298539,0.20182166
0.18247861,0.41320473
0.32547172,0.56163183
0.47887594,0.69373815
0.58153305,0.82854052
0.63824329,0.93669260
0.64936597,0.98397640
0.63332924,1.00698290
0.60928702,1.00246469
0.53970496,0.94288828
0.46568742,0.86040580
0.41752740,0.73987735
0.38038209,0.62698487
0.35526639,0.43600305
